ID,OriginalAmount,TermYears,Collateral_valuation,CurrentInstallment,Rate,PD,LGD
11801,474956,20,380568,147,5.50%,2.41%,40.0%
10965,404699,22,352918,205,4.30%,0.15%,92.2%
6757,293344,11,231885,49,7.90%,12.32%,83.5%
4373,189907,12,174197,133,7.70%,62.81%,60.9%
10286,705459,24,329415,243,4.70%,8.35%,45.2%
12694,1378240,35,412617,70,5.40%,1.20%,73.8%
4763,209514,11,183120,44,12.00%,21.31%,52.0%
24415,2022115,11,1446738,92,10.80%,1.57%,52.1%
7399,1960404,12,248978,104,3.50%,1.29%,15.8%
28454,11443694,48,14003104,152,7.50%,0.00%,40.1%
5062,356814,36,190033,372,6.70%,30.13%,33.9%
13402,430967,22,439891,203,3.20%,91.62%,77.8%
23466,2811153,47,1252180,448,11.10%,43.29%,70.6%
7307,307295,11,246967,22,10.10%,37.49%,46.0%
16462,1666557,34,580027,323,5.40%,74.82%,66.6%
18961,716519,22,738765,107,7.20%,0.35%,59.3%
18691,716770,34,718907,276,4.60%,63.86%,76.9%
14607,1324448,47,490290,67,8.50%,9.24%,51.7%
11275,484508,23,363475,99,3.20%,86.08%,23.1%
5143,365863,23,192169,184,8.90%,5.42%,45.7%
11428,346131,23,368377,107,9.20%,70.12%,34.6%
7743,431344,23,257902,242,7.70%,24.35%,36.7%
7375,240934,23,248224,23,8.60%,39.32%,36.8%
12930,677557,23,421541,117,7.90%,0.02%,29.0%
16222,532770,12,566956,71,3.10%,0.20%,29.4%
5981,349022,35,212404,396,6.30%,67.22%,53.3%
23001,1151508,35,1172623,14,4.80%,0.00%,10.3%
14425,569093,35,482120,417,4.10%,0.01%,16.8%
668,373530,12,65355,141,9.10%,0.03%,67.8%
26428,3316273,21,2224590,14,9.70%,94.02%,35.7%
561,793689,34,60077,247,8.20%,7.44%,75.6%
23820,1769366,11,1318792,69,7.00%,45.05%,40.4%
11940,532142,23,384590,118,5.40%,89.51%,70.8%
12517,614716,23,406208,22,8.10%,0.21%,33.2%
11129,327153,23,358197,35,6.00%,0.53%,31.8%
23817,1047317,35,1318415,266,3.00%,11.56%,21.0%
4560,185257,11,178344,68,5.10%,33.34%,72.5%
13046,404699,13,425689,29,10.70%,90.35%,71.2%
7070,439765,12,240432,6,10.70%,12.89%,64.9%
6104,1033869,23,215295,248,11.90%,69.66%,27.1%
6245,154967,23,218940,159,6.80%,4.00%,18.2%
467,283667,12,54421,134,10.30%,37.08%,20.6%
25455,2104186,47,1752525,187,4.50%,28.85%,42.1%
22533,947525,22,1099098,257,7.10%,43.52%,33.6%
1517,296863,11,96273,68,12.10%,24.75%,52.7%
21466,1157792,23,968262,49,12.10%,1.61%,44.2%
22952,1294033,35,1164454,104,8.60%,21.31%,19.2%
4616,246967,12,179475,133,3.70%,79.37%,41.8%
11260,306792,12,363098,126,5.60%,69.20%,95.1%
13693,443787,22,450825,141,6.20%,28.87%,60.6%
22620,1307858,34,1110033,78,9.70%,28.45%,80.9%
6589,1272541,34,226984,384,3.70%,17.55%,7.1%
15657,980454,23,537798,226,2.40%,11.71%,22.6%
26281,4818186,50,2140885,124,6.80%,83.74%,35.5%
11359,355683,12,366366,16,2.50%,5.39%,20.7%
25341,2607421,47,1710295,544,9.90%,19.13%,71.2%
24863,1930366,23,1567393,267,5.70%,89.91%,40.9%
3966,269716,22,163262,188,2.10%,0.82%,29.3%
18184,879656,20,683590,57,7.50%,25.38%,10.6%
5685,440268,22,205115,253,12.00%,10.42%,8.6%
18059,526486,22,676301,4,4.30%,0.15%,63.6%
1799,330923,23,105574,156,11.20%,0.16%,77.7%
13495,444541,22,443158,144,5.60%,0.07%,30.9%
13530,511907,21,444290,8,4.90%,19.37%,54.5%
27214,4026005,23,2787525,92,12.50%,39.39%,58.0%
12098,416388,22,390372,64,9.30%,6.94%,63.0%
7988,522842,36,264060,148,8.00%,0.06%,56.3%
8897,379311,12,289574,126,11.40%,21.69%,84.2%
5103,187896,24,191290,132,9.20%,0.64%,58.8%
12298,392508,35,398038,45,9.60%,67.75%,43.4%
13342,793563,12,437377,69,11.10%,1.19%,72.6%
7606,224219,13,254257,124,6.90%,54.27%,44.9%
13354,808393,27,437880,235,10.60%,19.19%,59.5%
27405,2772945,59,2991383,469,6.30%,0.04%,75.3%
18420,615470,22,700180,192,7.60%,0.07%,43.5%
20147,1835224,24,835415,185,2.40%,0.27%,34.7%
1186,176710,23,85339,64,8.80%,0.04%,54.0%
28165,5102230,47,4911694,61,5.70%,35.11%,47.4%
13142,421918,24,428956,5,3.40%,10.67%,14.3%
1684,173191,11,102809,74,10.00%,0.36%,68.3%
25487,1744230,47,1766350,257,3.00%,0.00%,57.7%
2897,238798,20,135612,64,5.70%,74.99%,52.1%
14728,536164,22,495066,238,4.00%,0.00%,11.6%
17069,1343301,36,616601,248,11.30%,0.00%,80.5%
14067,1025197,11,466661,28,6.00%,2.80%,61.2%
17681,1222016,24,653552,177,11.00%,3.38%,28.5%
24199,2485885,47,1395962,433,13.00%,8.18%,53.6%
9865,800852,21,315213,63,7.40%,7.41%,91.7%
14238,359579,11,473574,95,12.20%,0.85%,64.4%
12300,633066,48,398038,104,11.80%,0.11%,35.2%
5403,312699,12,198956,80,3.10%,0.39%,54.6%
26780,5058995,22,2427568,104,12.00%,29.52%,20.2%
18100,782251,47,677934,430,6.80%,0.00%,51.7%
16123,729087,36,561678,52,4.80%,10.12%,48.9%
61,365486,21,17470,8,6.90%,20.70%,48.9%
15011,441148,12,507760,32,2.70%,80.77%,8.4%
25876,2308421,65,1918678,315,12.00%,52.39%,45.7%
15870,591213,22,548732,126,4.50%,82.71%,23.7%
19420,618109,11,775716,91,3.20%,0.44%,55.8%
22771,2500087,47,1136803,195,2.00%,41.71%,66.0%
15248,566454,32,518317,63,10.20%,3.09%,65.2%
19008,716770,23,744923,211,3.20%,49.23%,44.6%
22456,1543262,22,1089672,235,8.80%,39.76%,97.2%
11688,323508,23,376546,264,7.00%,6.24%,60.7%
9958,309306,23,317978,95,10.30%,0.60%,53.0%
15244,701689,12,518317,86,4.30%,13.48%,38.2%
18449,493557,23,702191,189,8.00%,1.18%,24.8%
1084,152579,11,81191,36,9.50%,50.61%,80.1%
16941,546847,11,608809,28,6.70%,0.02%,84.7%
6023,238169,23,213284,207,9.90%,6.43%,28.6%
3555,750705,22,152328,38,8.50%,47.57%,14.5%
19663,775716,35,794066,177,7.40%,86.33%,35.0%
27587,3105503,33,3239104,16,4.30%,76.10%,54.4%
5750,297617,11,207126,12,11.80%,0.00%,82.5%
22636,1187831,23,1112421,95,3.80%,19.06%,43.1%
13817,365863,36,455727,150,12.00%,0.08%,49.8%
8332,1704137,48,273738,281,6.90%,0.52%,16.3%
27556,3254689,11,3189585,60,12.40%,89.91%,26.5%
10167,2141514,23,324891,125,4.70%,10.73%,62.5%
22770,1000437,47,1136803,289,11.30%,68.54%,56.8%
21855,1154273,36,1011372,70,10.30%,0.01%,56.8%
24037,2241809,23,1362656,62,10.70%,0.04%,69.8%
7629,314836,16,254634,148,5.40%,0.06%,67.4%
17974,520077,22,670519,103,9.00%,38.57%,53.3%
4044,162634,12,165273,66,4.30%,60.78%,55.0%
22265,3070563,59,1065415,474,10.90%,0.00%,61.5%
23652,1132530,24,1285486,118,8.10%,0.00%,62.0%
22955,814803,22,1165208,14,7.10%,18.05%,32.4%
1334,892727,35,90995,222,9.50%,10.51%,48.2%
8001,323383,12,264437,27,6.50%,12.47%,35.3%
14921,1329098,35,503612,101,8.10%,27.02%,20.6%
2759,150694,11,131967,130,8.10%,0.83%,55.6%
19366,1172246,35,772071,274,12.40%,1.16%,32.4%
1608,446929,11,100672,63,8.40%,0.79%,19.2%
11690,986235,23,376546,151,11.40%,22.88%,18.2%
10284,416011,23,329038,128,2.70%,3.00%,82.6%
23341,1422104,22,1233956,17,2.30%,2.05%,76.1%
4942,493055,23,187268,263,11.10%,0.00%,35.4%
12701,483628,24,412617,125,5.70%,4.25%,58.5%
14033,797710,11,465404,26,8.10%,11.18%,71.8%
24840,3302699,35,1562115,44,4.60%,57.84%,49.1%
11209,517186,35,361087,330,12.20%,7.97%,20.4%
9852,404071,21,315213,137,8.80%,0.79%,36.4%
14025,767672,22,464650,203,10.90%,47.53%,51.5%
2398,243951,23,122290,122,5.70%,10.92%,39.1%
25339,2153956,36,1709541,395,12.40%,86.88%,60.9%
1270,563186,35,88481,284,3.10%,21.44%,82.9%
17440,1144973,23,638847,137,11.80%,2.43%,63.3%
23547,1194869,19,1263115,113,4.10%,1.42%,39.4%
16065,543077,22,558410,133,8.60%,40.10%,21.2%
20594,1191601,19,877770,51,9.00%,76.14%,42.5%
16811,770437,23,601142,260,9.70%,0.24%,73.5%
15584,637213,23,534530,114,6.30%,0.01%,36.4%
3577,320743,23,153082,153,3.50%,71.98%,83.6%
6437,282536,11,223339,100,12.20%,48.28%,27.9%
1569,908563,23,98661,136,3.80%,76.05%,47.2%
3661,229120,11,155596,70,6.10%,87.61%,65.5%
4283,161126,11,171809,10,8.60%,87.45%,11.7%
21235,951295,47,940612,375,3.60%,49.14%,67.4%
20610,1265754,22,878902,131,2.00%,0.18%,68.4%
25640,3469104,36,1828563,370,5.30%,61.46%,9.7%
23522,832273,23,1260350,51,10.70%,44.17%,63.2%
27698,10122388,24,3460055,218,2.90%,2.37%,67.4%
21566,761514,47,978066,282,6.50%,13.58%,20.0%
4195,476464,21,168918,68,13.00%,5.29%,64.8%
28382,9899049,23,7453005,80,9.10%,77.03%,42.7%
24806,1602836,48,1551557,564,10.00%,54.01%,36.0%
17197,437628,23,623514,259,2.60%,0.00%,52.3%
9793,498710,23,313956,142,6.00%,83.17%,56.9%
25798,8429060,22,1882984,130,11.10%,0.06%,57.6%
333,282284,23,45120,115,11.00%,11.33%,60.1%
13398,372650,12,439514,49,11.10%,31.23%,36.5%
17620,871109,60,649907,284,6.60%,87.46%,36.6%
20791,1137180,34,896372,239,7.80%,36.30%,57.8%
24602,1103749,48,1493869,268,5.20%,2.50%,68.3%
23514,2574366,23,1258339,246,9.60%,43.13%,67.7%
11941,672279,23,384590,104,6.30%,25.75%,46.6%
23328,1182678,20,1232322,166,3.70%,0.00%,43.2%
27367,2437874,35,2946639,160,8.80%,2.38%,29.9%
16503,838683,23,582415,261,6.40%,0.33%,1.6%
1017,401306,23,78803,200,8.00%,7.76%,43.5%
22716,954689,35,1126623,262,5.70%,32.82%,34.9%
12383,397284,35,400426,52,6.80%,24.69%,29.0%
5800,312197,23,208383,205,9.20%,29.60%,34.8%
9165,443913,12,298120,73,4.70%,30.87%,35.8%
3273,387858,21,145415,24,2.00%,12.80%,39.1%
18539,798213,45,708350,40,3.00%,12.50%,63.4%
16746,1196503,13,596240,125,8.00%,90.92%,40.3%
15567,1290137,24,533650,127,12.20%,3.64%,33.5%
25908,1391563,23,1933760,176,5.80%,37.67%,13.2%
23127,1841383,28,1195749,33,4.80%,52.94%,77.4%
4191,168038,13,168541,17,12.70%,3.48%,62.6%
10104,453339,24,323257,7,3.10%,0.06%,29.8%
4739,264186,22,182743,130,7.80%,0.55%,34.4%
20926,895115,35,908940,184,6.60%,4.50%,92.6%
8038,552754,24,265568,229,6.90%,0.01%,57.5%
22338,1916290,55,1073082,383,13.00%,0.72%,67.3%
3237,222585,12,144536,30,12.90%,62.54%,49.8%
7675,931689,24,255891,79,6.70%,2.51%,37.8%
20898,955568,24,906175,223,12.70%,2.37%,35.7%
20390,734366,46,858164,155,2.50%,58.32%,92.9%
24609,1664295,23,1495503,159,2.00%,6.11%,47.2%
17020,477470,21,613710,122,6.70%,0.01%,73.1%
13888,409601,24,459372,185,8.00%,67.44%,15.6%
6685,387481,21,229497,5,13.00%,36.89%,42.7%
20512,832399,23,870355,184,7.30%,6.86%,39.4%
11911,362093,23,383836,13,2.40%,38.34%,66.2%
25999,1707404,33,1989311,354,4.40%,37.36%,31.6%
16399,561049,22,576760,144,10.80%,21.66%,73.4%
25648,2426689,11,1833339,96,3.30%,7.22%,83.9%
13425,732984,24,440268,96,4.50%,3.58%,44.5%
10821,550240,12,348016,88,8.60%,0.01%,31.5%
19488,1366803,47,782251,268,7.10%,44.79%,31.1%
23967,1206306,22,1347574,228,3.30%,0.62%,54.4%
23094,1217617,35,1189590,90,10.00%,0.81%,57.4%
23981,1143590,12,1350842,110,6.50%,0.00%,14.2%
22499,1473634,23,1095831,115,9.00%,7.43%,32.8%
10219,378055,22,326525,138,8.20%,1.47%,32.4%
25953,1483186,12,1967820,27,7.10%,67.68%,73.4%
8923,306541,18,290831,44,2.50%,0.00%,59.9%
23245,1003077,33,1216486,209,3.20%,76.72%,38.2%
14813,610443,47,499590,359,3.00%,2.78%,17.7%
17175,714508,24,621377,75,11.60%,0.32%,23.0%
28114,4215661,35,4631421,396,12.30%,0.00%,64.7%
20054,821339,35,828503,93,10.30%,8.52%,75.6%
12005,492552,36,387104,233,11.10%,16.07%,30.0%
15195,1089798,35,516180,342,3.20%,88.98%,93.5%
8026,414628,58,264814,321,6.00%,14.35%,27.9%
9164,315339,46,298120,65,8.50%,38.45%,84.4%
21862,937344,24,1011749,247,2.60%,65.20%,84.1%
20685,1441333,35,884180,391,7.80%,49.28%,60.3%
18580,673410,21,710738,34,4.70%,4.91%,84.9%
7292,507508,22,246590,172,3.90%,42.16%,15.1%
18623,925530,11,713628,61,13.00%,32.63%,42.4%
14564,628038,34,488656,231,10.50%,14.77%,45.9%
18611,1355115,47,712749,194,6.80%,4.41%,50.2%
17708,796831,33,655186,211,2.40%,24.60%,67.7%
18073,562055,23,676678,29,10.80%,0.00%,50.3%
6632,278388,12,227863,142,5.30%,25.73%,40.4%
17305,441902,22,629546,80,5.20%,14.82%,70.7%
2629,853765,35,128322,77,12.50%,25.73%,55.4%
8107,247344,20,267705,202,10.10%,50.02%,52.6%
7396,513792,35,248978,99,12.50%,33.26%,52.7%
19633,1555831,24,792055,287,8.50%,54.21%,38.2%
17338,622508,22,631557,7,4.30%,78.93%,61.8%
3453,169421,23,150317,163,6.00%,0.62%,73.9%
7641,311066,23,255011,117,5.80%,8.76%,36.8%
11693,1349710,17,376546,124,2.10%,0.15%,58.4%
16519,1090803,36,582792,43,4.80%,0.25%,39.7%
7344,198956,24,247721,162,7.60%,38.73%,25.6%
11152,1058000,35,358699,130,11.10%,90.07%,11.3%
23506,1259219,35,1256705,276,3.90%,2.35%,75.8%
24264,1692448,56,1413432,492,11.00%,21.26%,22.3%
13984,586437,24,463016,137,9.60%,82.46%,45.7%
19042,3054350,47,747311,119,4.50%,59.05%,24.2%
23373,1976366,48,1238732,218,12.20%,0.16%,78.2%
24677,1836984,36,1518251,267,2.50%,0.00%,40.2%
11361,588699,13,366366,108,5.70%,4.66%,34.7%
24271,1690563,13,1413809,43,10.30%,0.00%,44.0%
21661,1687295,44,989377,385,5.20%,0.07%,32.2%
17311,800601,11,630301,90,4.80%,7.72%,38.2%
5091,272858,11,191290,128,11.30%,8.71%,62.5%
21540,1401240,22,973918,235,7.60%,75.03%,36.8%
17393,872995,17,636082,78,2.40%,51.15%,92.3%
7310,197071,23,246967,122,8.10%,0.00%,30.6%
12953,937219,11,422421,48,3.40%,3.27%,42.2%
23386,1865639,35,1241246,48,10.00%,1.51%,12.2%
4531,182995,20,177842,94,2.90%,10.16%,63.5%
10043,381825,23,321246,51,10.00%,0.00%,59.6%
1014,268710,11,78803,37,6.60%,18.91%,57.0%
27239,4765525,11,2809393,107,6.30%,0.03%,62.6%
21585,1002448,12,980454,99,9.20%,40.35%,53.6%
13063,731475,23,426443,99,5.00%,52.47%,42.1%
11523,364230,35,372022,280,11.70%,12.34%,40.6%
1335,174699,34,90995,250,11.90%,11.68%,14.5%
4486,857536,22,177087,251,12.00%,76.90%,82.2%
24193,1418459,23,1395208,272,10.90%,4.13%,30.4%
22189,1015519,33,1056366,374,9.50%,9.37%,47.2%
25480,2654301,47,1763082,105,5.00%,40.27%,90.3%
4168,173066,36,168164,159,2.80%,66.68%,57.3%
23799,3338896,23,1316781,260,5.90%,2.75%,29.3%
18636,936213,23,714383,38,8.10%,26.61%,4.0%
10784,310311,23,346885,155,7.40%,0.31%,96.5%
2325,289825,11,120279,89,12.80%,52.38%,46.7%
20919,977689,23,908186,204,2.20%,22.55%,21.9%
12720,1371579,24,413497,25,10.00%,61.56%,13.8%
8431,261169,22,276628,176,6.70%,57.53%,56.6%
19994,1017781,36,823224,215,11.50%,69.91%,62.3%
21921,2844962,11,1021049,115,8.10%,20.25%,53.9%
21737,987869,12,999557,17,12.40%,5.33%,56.1%
5831,212907,22,209137,226,6.60%,0.13%,53.3%
26400,3301820,47,2211896,73,5.40%,0.59%,72.8%
24585,1162443,23,1487333,97,4.10%,24.58%,21.1%
6860,292464,11,234399,45,11.50%,0.22%,54.2%
22799,1065792,48,1140951,297,6.10%,0.68%,28.3%
9682,504617,11,311066,84,3.00%,1.77%,74.3%
14400,586563,44,480486,456,11.50%,7.97%,67.1%
10500,1132656,23,337082,168,2.40%,0.33%,42.1%
14640,911077,15,491421,107,6.60%,60.33%,63.2%
24939,1663918,35,1588508,72,2.90%,73.07%,34.2%
15018,479858,11,508137,77,12.00%,0.84%,34.5%
7240,479481,35,245333,124,8.40%,63.86%,32.5%
11709,776596,23,377301,93,3.40%,54.48%,21.8%
16886,644628,11,604787,92,10.20%,18.31%,73.2%
12322,969268,16,398792,82,5.80%,25.03%,37.7%
5240,1019415,22,194934,217,3.10%,1.08%,45.2%
6887,250989,17,235153,168,11.60%,17.36%,74.5%
22141,1360016,51,1049956,144,6.20%,6.50%,45.3%
11378,336202,12,367120,73,8.40%,1.85%,67.6%
24219,2335066,24,1402120,121,2.90%,36.63%,61.6%
25564,1675481,47,1798022,172,6.90%,1.02%,48.9%
14892,449820,24,502481,27,5.50%,1.37%,34.6%
4207,200339,23,169421,221,5.90%,2.64%,28.6%
18778,817694,23,724186,90,10.40%,48.49%,82.0%
7043,405705,12,239175,123,13.00%,32.00%,43.4%
3379,265820,31,148306,321,12.30%,19.33%,46.3%
6518,240180,23,224973,201,7.40%,1.45%,93.9%
25881,1602082,12,1921568,103,4.90%,11.59%,18.7%
1181,359579,11,85339,1,7.60%,21.84%,81.4%
3531,463770,23,151951,213,2.10%,34.64%,69.6%
4108,323383,12,166907,42,4.80%,0.08%,67.5%
20732,988372,23,888328,95,4.20%,37.66%,18.6%
16551,664612,24,584929,202,4.20%,11.03%,72.2%
2361,249230,22,121410,246,4.60%,0.00%,71.2%
15307,625399,47,521459,374,10.20%,91.79%,72.9%
2558,1619049,11,126689,23,10.70%,0.25%,46.0%
13051,1356246,47,426066,394,11.20%,59.54%,47.4%
17267,423175,22,627158,152,2.80%,0.42%,24.0%
10668,297492,22,343240,153,6.40%,79.79%,72.2%
18770,1015016,36,723306,366,6.00%,3.48%,13.1%
27141,1913273,35,2707087,387,9.20%,76.41%,61.8%
13529,583169,23,444290,67,9.20%,20.01%,36.2%
5231,177590,23,194557,80,2.50%,24.61%,60.3%
15716,956197,11,540186,38,3.80%,14.82%,50.7%
13082,405705,11,426820,35,5.40%,26.58%,45.5%
4147,379186,23,167787,274,5.60%,0.12%,49.5%
27270,2653044,12,2843077,113,9.60%,0.29%,52.6%
17584,582667,22,647393,124,3.10%,7.98%,10.8%
28399,7205787,48,8058169,344,11.80%,46.69%,24.5%
22477,863945,23,1092563,204,5.40%,2.09%,39.8%
5411,259536,11,198956,103,7.90%,0.00%,30.1%
11487,1171240,21,370765,234,10.60%,0.04%,71.0%
20552,840694,19,874503,119,7.20%,71.84%,39.5%
16458,530131,24,579650,196,5.90%,56.32%,56.6%
25865,1605601,35,1915410,191,7.90%,63.26%,35.3%
8337,672781,24,273738,136,12.20%,5.13%,43.1%
20589,2198825,21,877268,93,7.70%,28.12%,72.6%
3946,226481,23,162885,63,2.60%,46.22%,84.6%
19701,1313765,12,797333,96,3.50%,4.41%,49.9%
3741,316721,23,157984,133,2.10%,29.03%,58.4%
23788,1457044,12,1313137,31,7.50%,26.05%,60.2%
16871,787153,12,603907,19,2.50%,15.95%,68.9%
27956,3153765,48,4012432,234,5.10%,34.72%,46.4%
23204,1065164,47,1207940,202,7.20%,0.00%,42.8%
1474,165525,11,95016,84,11.50%,35.63%,58.8%
5493,406208,22,200590,220,10.20%,0.25%,54.2%
11290,404448,23,363978,237,10.00%,57.40%,26.2%
7677,907934,22,256268,178,11.60%,8.94%,24.7%
7042,688366,34,239175,390,12.60%,61.82%,63.5%
18423,788033,35,700180,29,4.40%,72.67%,34.2%
22035,1786459,21,1036508,63,11.40%,82.49%,47.0%
24451,1636268,23,1457295,8,9.50%,25.03%,59.8%
199,145164,20,34060,46,6.60%,57.71%,43.8%
21583,1747120,24,980454,117,7.50%,59.34%,58.6%
26277,1493366,22,2140508,247,12.40%,0.28%,79.4%
21354,678186,11,954940,125,5.10%,76.40%,35.3%
6439,467164,23,223339,164,12.40%,32.71%,17.9%
399,509519,23,49519,101,12.40%,13.04%,12.5%
8274,575754,35,271727,67,3.20%,51.36%,81.7%
22746,1130268,23,1131902,173,12.80%,36.79%,23.2%
27246,4317590,46,2819951,428,12.70%,64.92%,70.5%
9416,485891,24,304656,117,10.30%,5.29%,82.6%
18797,825486,23,724940,51,2.20%,10.82%,72.1%
18257,930055,24,688492,215,3.00%,39.59%,51.9%
14203,367497,13,472317,31,11.70%,1.63%,69.9%
20733,807011,22,888328,97,9.70%,18.08%,46.0%
24400,1452645,23,1441459,221,7.30%,39.53%,62.7%
12121,479858,22,391503,118,4.20%,39.59%,89.1%
27634,3087279,35,3311874,159,2.00%,0.01%,47.6%
12246,1220257,36,395650,77,9.20%,87.40%,36.6%
12620,303273,12,409852,65,3.80%,0.62%,89.2%
17178,811284,24,621880,150,5.70%,70.13%,73.2%
9726,246339,23,311945,177,11.00%,1.42%,81.4%
1323,292967,24,90617,139,6.20%,43.49%,41.4%
20481,1418208,21,867967,147,5.10%,24.34%,42.8%
27207,2361333,47,2777344,348,2.70%,94.95%,26.6%
9293,210519,11,301388,128,3.30%,2.79%,61.0%
20812,1750388,21,898005,38,10.60%,1.52%,80.5%
14852,936339,25,501224,95,8.70%,0.01%,23.9%
7748,259536,13,257902,35,2.30%,87.26%,54.6%
445,645005,23,53164,109,6.60%,93.98%,89.3%
12629,304027,24,410230,178,8.80%,37.73%,25.2%
7472,247721,12,250612,122,2.60%,8.30%,38.9%
23013,1238481,36,1174634,64,11.00%,71.90%,75.7%
5055,267202,11,190033,95,10.80%,0.00%,88.1%
6636,179098,11,228240,45,4.80%,75.23%,83.0%
9417,335574,23,304656,206,9.10%,2.02%,33.3%
26708,2480732,13,2386219,108,4.50%,0.00%,77.2%
18789,1285109,24,724563,186,6.10%,45.72%,41.2%
24895,3641290,36,1577071,364,11.40%,4.27%,70.4%
10279,478601,13,329038,44,2.80%,36.76%,52.5%
18963,722929,11,739268,63,2.00%,0.05%,17.8%
11684,993148,35,376546,236,9.40%,51.02%,85.1%
13782,322377,23,454847,60,10.40%,17.60%,69.3%
26858,2152197,22,2479601,208,5.40%,15.28%,32.0%
11048,346005,21,354929,104,2.30%,77.26%,73.3%
15856,960344,23,547852,31,8.70%,15.18%,88.5%
13590,363224,11,445923,33,10.40%,59.08%,74.8%
13799,377301,36,455727,57,10.30%,51.26%,72.6%
4708,209765,22,182366,13,11.40%,21.68%,15.9%
17644,792432,24,651541,116,8.40%,90.42%,20.5%
24002,3061262,47,1353732,461,6.00%,3.72%,65.6%
18009,507508,58,672656,111,6.00%,30.89%,55.2%
6035,322503,11,213661,93,10.00%,4.85%,31.6%
4277,590459,12,171432,111,10.90%,29.23%,47.9%
1741,230880,24,103940,233,3.50%,40.37%,48.3%
17300,604033,23,628792,115,10.60%,2.35%,68.8%
4328,387104,12,172563,128,6.90%,1.20%,5.1%
11011,642995,23,354175,123,8.20%,8.66%,8.9%
17293,467667,22,628290,239,7.60%,45.26%,53.0%
25527,2696907,34,1782186,268,5.20%,4.69%,70.8%
27800,4498071,35,3662781,22,10.20%,46.65%,5.7%
20509,803240,22,870355,127,8.20%,56.84%,9.8%
20958,1014262,20,912585,77,8.80%,76.89%,81.4%
13755,379563,22,453716,109,5.50%,0.93%,53.5%
6284,321623,35,219694,156,6.00%,5.72%,48.9%
26617,3151628,24,2317093,61,4.20%,31.60%,26.6%
12003,973038,24,387104,261,12.60%,11.36%,55.3%
9733,904290,11,312322,24,11.70%,43.60%,66.7%
7572,287940,13,253503,138,4.60%,88.08%,44.7%
110,207000,23,24760,81,3.80%,0.70%,57.0%
27311,3239481,48,2891842,139,10.20%,10.28%,62.5%
5416,257273,22,198956,251,12.20%,90.59%,76.8%
17371,811284,23,634825,99,9.40%,0.13%,34.6%
20853,3098590,35,901273,300,9.10%,0.64%,45.1%
2548,758623,23,125934,22,4.20%,2.77%,26.7%
16564,1052344,11,585683,95,12.00%,34.97%,92.0%
17322,502732,22,630803,15,2.90%,0.01%,57.7%
17742,688743,35,657197,73,5.00%,37.94%,79.6%
8070,206497,11,266448,20,10.90%,30.60%,65.6%
17843,1119836,46,662475,112,4.30%,12.08%,69.1%
12053,532142,23,388738,189,4.50%,1.81%,74.7%
189,226607,12,33683,113,3.40%,25.70%,34.6%
4395,157858,24,174699,163,6.40%,10.80%,57.9%
10131,546721,36,323760,99,10.50%,5.09%,43.8%
20615,697667,11,878902,89,7.60%,0.00%,35.6%
17446,746180,34,639727,10,10.60%,0.00%,51.6%
3584,528246,20,153082,157,4.90%,6.80%,61.9%
9380,688240,23,303776,171,3.90%,5.46%,11.5%
13653,859169,19,449191,186,5.70%,27.67%,33.2%
21337,2742404,60,953306,455,12.50%,43.59%,30.3%
9763,2656940,35,313202,34,2.20%,42.33%,36.0%
22638,1099978,16,1112421,70,2.30%,17.04%,55.6%
16687,536038,23,593350,152,11.00%,3.30%,76.5%
326,144033,11,44617,9,11.00%,24.76%,79.1%
14161,1403880,35,471186,81,10.80%,6.07%,85.3%
8484,419781,23,278262,253,7.60%,24.27%,91.8%
5245,356940,21,195311,236,11.70%,18.91%,30.9%
12682,3301191,46,412240,198,4.10%,0.15%,42.9%
23527,1396464,47,1261104,539,5.80%,16.56%,35.5%
13649,1526546,47,449191,470,8.70%,1.17%,54.7%
4049,203481,23,165273,250,8.00%,32.18%,14.8%
5426,788158,11,199459,123,13.00%,21.77%,51.4%
22783,924273,36,1138814,188,12.00%,81.74%,52.6%
24541,1325202,21,1476399,168,8.30%,2.14%,36.3%
24319,1218623,23,1423235,153,2.60%,38.29%,26.4%
16329,693142,23,571858,211,3.70%,0.05%,56.4%
15493,857661,22,530005,122,11.50%,8.32%,58.8%
21889,1006470,11,1016650,71,3.70%,3.94%,59.0%
19602,1313765,23,789541,99,5.30%,20.02%,76.2%
9750,297869,11,312699,28,5.80%,3.32%,57.9%
2954,251115,12,136869,6,10.30%,2.60%,51.2%
7456,551749,22,250612,138,2.10%,0.00%,66.0%
5031,310689,12,189279,7,2.50%,74.84%,14.3%
19105,886191,35,751836,256,8.80%,5.85%,48.1%
21562,1483311,17,977186,176,5.80%,0.48%,43.5%
21328,1374093,11,952049,10,10.30%,68.63%,72.5%
4777,309809,23,183623,252,10.60%,0.03%,55.1%
23068,1035377,47,1183934,417,9.50%,17.02%,32.8%
